nome,preco
Patricia Abravanel Intenso Desodorante Colônia Feminina 100 ml,"R$ 110,42"
"Lápis Para Olhos Ellas Kajal 1, 2 g","R$ 16,06"
"Shampoo Sensi Hidratacao e Maciez, 250 ml","R$ 13,52"
Caixa com 2 Sabonetes em Barra Hello Kitty 2x70 g,"R$ 16,06"
