nome,preco
Patricia Abravanel Intenso Desodorante Colônia Feminina 100 ml,"R$ 110,42"
"Batom Cremoso Ellas Candy Rosa, 3,5 g","R$ 8,42"
"Shampoo Sensi Hidratacao e Maciez, 250 ml","R$ 13,52"
Sabonete Líquido Facial Sensi 100 ml,"R$ 22,86"
Sabonete Líquido Facial Jequiti Fases Ouro 100 ml,"R$ 18,62"
