,nome,preco
3,Desodorante Colônia Splash Eu Conquisto 200 ml, 36.46
4,Desodorante Colônia Splash Eu Provoco Morangos com Champagne 200 ml, 36.46
5,Desodorante Colônia Splash Vida + Amor Flor de Amora 250 ml, 38.16
6,Desodorante Colônia Splash Eu Desperto Blackberry Com Açúcar  200 ml, 36.46
