nome,preco
Patricia Abravanel Intenso Desodorante Colônia Feminina 100 ml,"R$ 110,42"
"Lápis Para Olhos Ellas Kajal 1, 2 g","R$ 16,06"
"Shampoo Sensi Hidratacao e Maciez, 250 ml","R$ 13,52"
Shampoo Meu Bebê Fofinho 200 ml,"R$ 16,06"
Shampoo Barbie 100 ml,"R$ 16,92"
"Shampoo da Cabeca aos Pés Meu Bebe Sorriso, 200 ml","R$ 22,02"
Shampoo Meu Bebê 200 ml,"R$ 22,02"
"Shampoo League Justice, 150 ml","R$ 19,46"
